name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Scary Stories to Tell in the Dark,2019,"68,711,623",0,"68,711,623"
Witness,1985,"68,706,993",0,"68,706,993"
The Sweetest Thing,2002,"24,718,164","43,978,606","68,696,770"
Gedo senki,2006,"48,461","68,625,104","68,673,565"
Letters from Iwo Jima,2006,"13,756,082","54,917,146","68,673,228"
Open Range,2003,"58,331,254","10,282,738","68,613,992"
The Call,2013/II,"51,872,378","16,700,000","68,572,378"
Flickan som lekte med elden,2009,"9,081,782","59,488,554","68,570,336"
Book Club,2018,"68,566,296",0,"68,566,296"
The House with a Clock in Its Walls,2018,"68,549,695",0,"68,549,695"
Tyler Perry's Boo 2! A Madea Halloween,2017,"47,319,572","21,226,953","68,546,525"
One Direction: This Is Us,2013,"28,873,374","39,659,524","68,532,898"
Looney Tunes: Back in Action,2003,"20,991,364","47,523,480","68,514,844"
Thir13en Ghosts,2001,"41,867,960","26,600,000","68,467,960"
Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,2000,"17,052,128","51,359,147","68,411,275"
The X Files: I Want to Believe,2008,"20,981,633","47,387,801","68,369,434"
Ghost Ship,2002,"30,113,491","38,236,393","68,349,884"
Star Wars: The Clone Wars,2008,"35,161,554","33,121,290","68,282,844"
The Watch,2012/I,"35,353,000","32,914,862","68,267,862"
Moonrise Kingdom,2012,"45,512,466","22,750,700","68,263,166"
Stalingrad,2013,"1,013,945","67,231,316","68,245,261"
Practical Magic,1998,"46,732,881","21,486,439","68,219,320"
Frequency,2000,"45,010,278","23,095,967","68,106,245"
Bei Jing ai qing gu shi,2014,"428,318","67,600,000","68,028,318"
Dan in Real Life,2007,"47,642,963","20,295,208","67,938,171"
Prime,2005,"22,827,153","45,110,341","67,937,494"
Legion,2010,"40,168,080","27,750,578","67,918,658"
The American,2010,"35,606,376","32,269,905","67,876,281"
Skyscraper,2018,"67,796,355",0,"67,796,355"
War Room,2015,"67,790,117",0,"67,790,117"
The Last Exorcism,2010,"41,034,350","26,703,740","67,738,090"
Austin Powers: International Man of Mystery,1997,"53,883,989","13,800,000","67,683,989"
Sudden Impact,1983,"67,642,693",0,"67,642,693"
Bandits,2001,"41,575,141","26,056,762","67,631,903"
Secret of the Wings,2012,0,"67,537,798","67,537,798"
The Next Three Days,2010,"21,148,651","46,300,000","67,448,651"
Instant Family,2018,"67,363,237",0,"67,363,237"
Insidious: The Last Key,2018,"67,347,895",0,"67,347,895"
Broadcast News,1987,"51,249,404","16,081,905","67,331,309"
Prem Ratan Dhan Payo,2015,"4,364,639","62,948,361","67,313,000"
Star Trek: Nemesis,2002,"43,254,409","24,058,417","67,312,826"
Boogeyman,2005,"46,752,382","20,440,477","67,192,859"
Coal Miner's Daughter,1980,"67,182,787",0,"67,182,787"
Jing Cheng 81 Hao,2014,0,"67,100,977","67,100,977"
Joan of Arc,1999,"14,276,317","52,700,000","66,976,317"
When a Stranger Calls,2006,"47,860,214","19,106,773","66,966,987"
Madea's Witness Protection,2012,"65,653,242","1,246,000","66,899,242"
Hero,1992/I,"19,507,345","47,300,000","66,807,345"
Selma,2014,"52,076,908","14,711,000","66,787,908"
Spies in Disguise,2019,"66,757,013",0,"66,757,013"
Empire of the Sun,1987,"22,238,696","44,460,000","66,698,696"
Dragnet,1987,"57,387,516","9,286,000","66,673,516"
Thirteen Days,2000,"34,592,089","31,987,801","66,579,890"
Not Another Teen Movie,2001,"38,252,284","28,216,048","66,468,332"
Keinohrhasen,2007,0,"66,331,340","66,331,340"
Scarface,1983,"45,598,982","20,476,000","66,074,982"
Mighty Morphin Power Rangers: The Movie,1995,"37,804,616","28,245,763","66,050,379"
"What's Up, Doc?",1972,"66,000,000",0,"66,000,000"
Hot Tub Time Machine,2010,"50,287,556","15,697,891","65,985,447"
Bad Company,2002,"30,160,161","35,817,134","65,977,295"
Barbershop 2: Back in Business,2004,"65,111,277","860,036","65,971,313"
Flags of Our Fathers,2006,"33,602,376","32,297,873","65,900,249"
Outrageous Fortune,1987,"52,864,741","13,000,000","65,864,741"
Dark Phoenix,2019,"65,841,908",0,"65,841,908"
In the Name of the Father,1993,"25,096,862","40,700,000","65,796,862"
Stuck on You,2003,"33,832,741","31,951,762","65,784,503"
Sweet November,2001,"25,288,103","40,466,125","65,754,228"
Take the Lead,2006,"34,742,066","31,000,463","65,742,529"
K-19: The Widowmaker,2002,"35,168,966","30,547,160","65,716,126"
Stakeout,1987,"65,673,233",0,"65,673,233"
The Hard Way,1991,"25,895,485","39,700,000","65,595,485"
Matchstick Men,2003,"36,906,460","28,659,212","65,565,672"
Taxi 3,2003,"497,208","65,000,000","65,497,208"
Taking Lives,2004,"32,682,342","32,788,187","65,470,529"
Nothing to Lose,1997,"44,455,658","21,000,000","65,455,658"
Killer Elite,2011,"25,124,986","40,284,060","65,409,046"
Going in Style,2017,"45,011,146","20,393,686","65,404,832"
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,"65,280,346",0,"65,280,346"
Fort Apache the Bronx,1981,"29,200,000","36,000,000","65,200,000"
Taxi 4,2007,0,"65,125,001","65,125,001"
Something Borrowed,2011,"39,046,489","26,044,332","65,090,821"
*batteries not included,1987,"32,945,797","32,143,000","65,088,797"
K-PAX,2001,"50,338,485","14,663,000","65,001,485"
Taxi Ballad,2011,0,"65,000,000","65,000,000"
The Life and Times of Grizzly Adams,1974,"45,411,063","19,588,937","65,000,000"
Coral Reef Adventure,2003,"24,600,000","40,400,000","65,000,000"
The Invisible Man,2020,"64,914,050",0,"64,914,050"
Moonlight,2016/I,"27,854,931","37,000,000","64,854,931"
Mr. Mom,1983,"64,800,000",0,"64,800,000"
Space Chimps,2008,"30,105,968","34,656,756","64,762,724"
The Darkest Hour,2011,"21,426,805","43,199,981","64,626,786"
The Three Musketeers,1993,"53,898,845","10,712,024","64,610,869"
Miracle,2004,"64,378,093","67,615","64,445,708"
Kiss of the Dragon,2001,"36,845,124","27,592,723","64,437,847"
Sudden Death,1995,"20,350,171","44,000,000","64,350,171"
Zathura: A Space Adventure,2005,"29,258,869","35,062,632","64,321,501"
Monster,2003,"34,469,210","29,771,603","64,240,813"
Fences,2016,"57,682,904","6,556,757","64,239,661"
28 Weeks Later,2007,"28,638,916","35,599,524","64,238,440"
Wag the Dog,1997,"43,022,524","21,194,568","64,217,092"
My Cousin Vinny,1992,"52,929,168","11,159,384","64,088,552"
Yi dai zong shi,2013,"6,594,959","57,481,777","64,076,736"
Unfriended,2014,"32,482,090","31,574,553","64,056,643"
Limit of Love: Umizaru,2006,0,"64,000,000","64,000,000"
Carlito's Way,1993,"36,948,322","26,900,000","63,848,322"
God's Not Dead,2014,"60,755,732","3,083,234","63,838,966"
Hanna,2011,"40,259,119","23,522,959","63,782,078"
High Crimes,2002,"41,543,207","22,237,893","63,781,100"
Song of the South,1946,"63,717,040","56,626","63,773,666"
The Witches of Eastwick,1987,"63,766,510",0,"63,766,510"
What About Bob?,1991,"63,710,000",0,"63,710,000"
The Shape of Water,2017,"63,699,028",0,"63,699,028"
Cop Land,1997,"44,886,089","18,800,000","63,686,089"
Unknown,2006,"63,677,735",0,"63,677,735"
Footloose,2011,"51,802,742","11,740,586","63,543,328"
Risky Business,1983,"63,541,777",0,"63,541,777"
Dragon: The Bruce Lee Story,1993,"35,112,679","28,400,000","63,512,679"
Begin Again,2013/II,"16,170,632","47,294,229","63,464,861"
The Fox and the Hound,1981,"63,456,988",0,"63,456,988"
Tango & Cash,1989,"63,408,614",0,"63,408,614"
Definição,2010,"63,407,915",0,"63,407,915"
Side Effects,2013/I,"32,172,757","31,200,000","63,372,757"
Conan the Barbarian,2011,"21,295,021","42,061,112","63,356,133"
The Host,2013,"26,627,201","36,700,000","63,327,201"
Madea's Family Reunion,2006,"63,257,940","50,939","63,308,879"
Kick-Ass 2,2013,"28,795,985","34,501,129","63,297,114"
Dave,1993,"63,270,710",0,"63,270,710"
Beavis and Butt-Head Do America,1996,"63,071,133",0,"63,071,133"
The Juror,1996,"22,754,725","40,300,000","63,054,725"
The Boss,2016,"63,034,755",0,"63,034,755"
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"100,119","62,927,562","63,027,681"
Piglet's Big Movie,2003,"23,103,423","39,767,123","62,870,546"
The Nice Guys,2016,"36,261,763","26,526,455","62,788,218"
The Reaping,2007,"25,117,498","37,653,561","62,771,059"
Proof of Life,2000,"32,598,931","30,162,074","62,761,005"
Devil,2010,"33,583,175","29,112,314","62,695,489"
Runner Runner,2013,"19,316,646","43,358,449","62,675,095"
The Crying Game,1992,"62,549,000",0,"62,549,000"
Gwansang,2013,"515,876","62,006,230","62,522,106"
Snow Day,2000,"60,020,107","2,444,624","62,464,731"
Like Mike,2002,"51,432,423","11,000,000","62,432,423"
"Hail, Caesar!",2016,"30,080,225","32,348,788","62,429,013"
Ek Tha Tiger,2012,"2,347,774","60,000,000","62,347,774"
The Call of the Wild,2020,"62,342,368",0,"62,342,368"
The 5th Wave,2016,"34,912,982","27,400,000","62,312,982"
Terminator: Dark Fate,2019,"62,253,077",0,"62,253,077"
Midnight Cowboy,1969,"44,785,053","17,440,000","62,225,053"
28 Days,2000,"37,170,488","25,028,457","62,198,945"
Captain Corelli's Mandolin,2001,"25,543,895","36,569,000","62,112,895"
Splash,1984,"62,100,000",0,"62,100,000"
Snakes on a Plane,2006,"34,020,814","28,001,200","62,022,014"
I Love Trouble,1994,"30,806,194","31,141,073","61,947,267"
Patriots Day,2016,"31,886,361","30,039,081","61,925,442"
Krampus,2015/I,"42,725,475","19,195,863","61,921,338"
Fargo,1996,"25,882,374","36,000,000","61,882,374"
The Electric Horseman,1979,"61,801,971",0,"61,801,971"
Dog,2022,"61,778,069",0,"61,778,069"
Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',2015,"8,008,363","53,759,827","61,768,190"
Patton,1970,"61,700,000",0,"61,700,000"
The 13th Warrior,1999,"32,698,899","29,000,000","61,698,899"
A Beautiful Day in the Neighborhood,2019,"61,696,436",0,"61,696,436"
Baishe: Yuanqi,2019,"34,492","61,597,048","61,631,540"
Woman in Gold,2015,"33,305,037","28,314,736","61,619,773"
Onward,2020,"61,555,145",0,"61,555,145"
The Goonies,1985,"61,503,218",0,"61,503,218"
Flatliners,1990,"61,490,000",0,"61,490,000"
The Shining,1980,"44,017,374","17,469,946","61,487,320"
The Legend of Hercules,2014,"18,848,538","42,553,907","61,402,445"
National Lampoon's Vacation,1983,"61,400,000",0,"61,400,000"
After the Sunset,2004,"28,328,132","33,016,564","61,344,696"
Astérix & Obélix: Au service de sa Majesté,2012,0,"61,319,383","61,319,383"
Misery,1990,"61,276,872",0,"61,276,872"
Friday Night Lights,2004,"61,188,085",0,"61,188,085"
Candyman,2021,"61,186,570",0,"61,186,570"
Gorillas in the Mist: The Story of Dian Fossey,1988,"24,720,479","36,429,000","61,149,479"
Crossroads,2002/I,"37,191,304","23,949,726","61,141,030"
Jian dang wei ye,2011,"151,305","60,890,567","61,041,872"
Kokuriko-zaka kara,2011,"1,002,895","60,034,949","61,037,844"
The Omen,1976,"60,922,980",0,"60,922,980"
My Super Ex-Girlfriend,2006,"22,530,295","38,365,852","60,896,147"
Marie Antoinette,2006,"15,962,471","44,900,000","60,862,471"
Taxi 2,2000,"729,844","60,100,000","60,829,844"
Zoolander,2001,"45,172,250","15,608,731","60,780,981"
127 Hours,2010,"18,335,230","42,403,567","60,738,797"
(500) Days of Summer,2009,"32,391,374","28,331,360","60,722,734"
Abominable,2019,"60,716,390",0,"60,716,390"
The Wild Thornberrys Movie,2002,"40,108,697","20,586,040","60,694,737"
Why Did I Get Married Too?,2010,"60,095,852","578,120","60,673,972"
The Fly,1986,"40,456,565","20,172,594","60,629,159"
An American Werewolf in London,1981,"30,565,292","30,000,000","60,565,292"
The Good Son,1993,"44,594,000","15,823,219","60,417,219"
Amistad,1997,"44,175,394","16,200,000","60,375,394"
Scrooged,1988,"60,328,558",0,"60,328,558"
The Insider,1999,"28,965,197","31,324,715","60,289,912"
I Spy,2002,"33,561,137","26,718,685","60,279,822"
Baby Mama,2008,"60,269,340",0,"60,269,340"
Secretariat,2010,"59,713,955","537,416","60,251,371"
Ryû to sobakasu no hime,2021,"4,018,313","56,177,346","60,195,659"
A Haunted House,2013,"40,041,683","20,100,000","60,141,683"
Les rivières pourpres,2000,"632,548","59,500,000","60,132,548"
Spies Like Us,1985,"60,088,980",0,"60,088,980"
Beautiful Creatures,2013,"19,452,138","40,600,000","60,052,138"
Morning Glory,2010,"31,011,732","29,029,244","60,040,976"
Spartacus,1960,"30,000,000","30,000,000","60,000,000"
It's a Mad Mad Mad Mad World,1963,"46,332,858","13,667,142","60,000,000"
Shampoo,1975,"49,407,734","10,592,266","60,000,000"
California Suite,1978,"60,000,000",0,"60,000,000"
Popeye,1980,"49,823,057","10,176,943","60,000,000"
Easy Rider,1969,"41,728,598","18,271,402","60,000,000"
The Gods Must Be Crazy,1980,"30,031,783","29,968,217","60,000,000"
Superman III,1983,"59,950,623",0,"59,950,623"
Keeping the Faith,2000,"37,047,880","22,897,303","59,945,183"
Jungle 2 Jungle,1997,"59,925,026",0,"59,925,026"
My Girl,1991,"59,847,242",0,"59,847,242"
Blockers,2018,"59,839,515",0,"59,839,515"
Next Friday,2000,"57,328,603","2,498,725","59,827,328"
Friday the 13th,1980,"39,754,601","20,000,000","59,754,601"
Fletch,1985,"50,612,888","9,000,000","59,612,888"
My Big Fat Greek Wedding 2,2016,"59,573,085",0,"59,573,085"
Dr. No,1962,"16,067,035","43,500,000","59,567,035"
Quartet,2012,"18,390,117","41,130,181","59,520,298"
The Last Boy Scout,1991,"59,509,925",0,"59,509,925"
Jackass Forever,2022,"57,743,451","1,734,718","59,478,169"
The Flintstones in Viva Rock Vegas,2000,"35,268,275","24,200,000","59,468,275"
Rock of Ages,2012,"38,518,613","20,900,000","59,418,613"
One Day,2011,"13,843,771","45,545,662","59,389,433"
From Dusk Till Dawn,1996,"25,753,840","33,500,000","59,253,840"
Domestic Disturbance,2001,"45,207,112","14,042,182","59,249,294"
Jeepers Creepers,2001,"37,904,175","21,313,614","59,217,789"
1492: Conquest of Paradise,1992,"7,191,399","52,000,000","59,191,399"
"""Paraíso Tropical""",2007,"59,000,000",0,"59,000,000"
Chariots of Fire,1981,"58,972,904",0,"58,972,904"
Under the Tuscan Sun,2003,"43,610,723","15,268,000","58,878,723"
The Blue Lagoon,1980,"58,853,106",0,"58,853,106"
The Getaway,1972,"36,734,619","22,097,378","58,831,997"
The Boss Baby: Family Business,2021,"57,300,280","1,502,000","58,802,280"
Chain Reaction,1996,"20,550,712","38,200,000","58,750,712"
Jack,1996,"58,620,973",0,"58,620,973"
The Croods: A New Age,2020,"58,568,815",0,"58,568,815"
Agent Cody Banks,2003,"47,811,138","10,695,398","58,506,536"
Funny Girl,1968,"58,500,000",0,"58,500,000"
The Shawshank Redemption,1994,"28,341,469","30,158,531","58,500,000"
The Ninth Gate,1999,"18,661,336","39,740,562","58,401,898"
Little Nicky,2000,"39,464,775","18,827,520","58,292,295"
That's My Boy,2012,"36,931,089","21,127,278","58,058,367"
"South Park: Bigger, Longer & Uncut",1999,"52,008,288","6,000,000","58,008,288"
Fantastic Beasts: The Secrets of Dumbledore,2022,0,"58,000,000","58,000,000"
Marked for Death,1990,"46,044,400","11,924,540","57,968,940"
Throw Momma from the Train,1987,"57,915,972",0,"57,915,972"
Maze Runner: The Death Cure,2018,"57,902,320",0,"57,902,320"
Aliens in the Attic,2009,"25,200,412","32,680,644","57,881,056"
Snitch,2013/I,"42,930,462","14,894,212","57,824,674"
The Shack,2017,"57,386,418","432,113","57,818,531"
Invincible,2006,"57,789,574",0,"57,789,574"
Space Jam: A New Legacy,2021,"57,779,000",0,"57,779,000"
The Shack,2017/I,"57,330,873","432,113","57,762,986"
Heartbreakers,2001,"40,336,607","17,419,801","57,756,408"
The Benchwarmers,2006,"57,651,794",0,"57,651,794"
Son of the Mask,2005,"17,018,422","40,534,219","57,552,641"
Boyz n the Hood,1991,"57,504,069",0,"57,504,069"
Dragonball Evolution,2009,"9,353,573","48,144,126","57,497,699"
Commando,1985,"35,100,000","22,391,000","57,491,000"
Inkheart,2008,"17,303,424","40,186,950","57,490,374"
Muriel's Wedding,1994,"15,185,594","42,300,000","57,485,594"
Derailed,2005/I,"36,024,076","21,455,000","57,479,076"
Pet Sematary,1989,"57,469,179",0,"57,469,179"
Breakin',1984,"38,682,707","18,774,000","57,456,707"
Tomb Raider,2018,"57,421,715",0,"57,421,715"
7 Zwerge,2004,0,"57,410,311","57,410,311"
The Beverly Hillbillies,1993,"44,029,386","13,375,834","57,405,220"
The Quest,1996,"21,686,547","35,714,000","57,400,547"
Sister Act 2: Back in the Habit,1993,"57,319,029",0,"57,319,029"
The Godfather: Part II,1974,"57,300,000",0,"57,300,000"
Mike and Dave Need Wedding Dates,2016,"46,007,113","11,262,920","57,270,033"
Willow,1988,"57,269,863",0,"57,269,863"
The Hero,2017,"4,077,270","53,125,116","57,202,386"
Prom Night,2008/I,"43,869,350","13,328,526","57,197,876"
She's the Man,2006,"33,741,133","23,453,534","57,194,667"
Unlawful Entry,1992,"57,138,719",0,"57,138,719"
Predator 2,1990,"30,669,413","26,450,905","57,120,318"
Doragon boru supa supa hiro,2022,"30,859,433","26,237,294","57,096,727"
Gekijoban Poketto Monsuta besuto uisshu bikutini to kuroki eiyu zekuromu,2011,0,"57,082,491","57,082,491"
Annie,1982,"57,059,003",0,"57,059,003"
Beaches,1988,"57,041,866",0,"57,041,866"
The Descent,2005,"26,027,680","31,005,153","57,032,833"
The Perfect Guy,2015/I,"57,017,904",0,"57,017,904"
The Eye,2008,"31,418,697","25,545,945","56,964,642"
Escape Room,2019,"56,958,215",0,"56,958,215"
Lake Placid,1999,"31,770,414","25,100,000","56,870,414"
Midway,2019,"56,846,802",0,"56,846,802"
Bowling for Columbine,2002,"21,244,913","35,564,473","56,809,386"
The Danish Girl,2015,"12,706,393","44,000,000","56,706,393"
A Civil Action,1998,"56,702,901",0,"56,702,901"
13 Hours,2016,"52,853,219","3,800,000","56,653,219"
The Final Countdown,1980,"16,647,800","40,000,000","56,647,800"
Elektra,2005,"24,409,722","32,149,231","56,558,953"
Remember Me,2010,"19,068,240","37,437,880","56,506,120"
Tombstone,1993,"56,505,065",0,"56,505,065"
Cradle 2 the Grave,2003,"34,604,054","21,885,504","56,489,558"
The Addams Family 2,2021,"56,489,153",0,"56,489,153"
The Crazies,2010,"39,123,589","17,321,945","56,445,534"
Cellular,2004,"32,003,620","24,419,067","56,422,687"
Drumline,2002,"56,398,162",0,"56,398,162"
Darkest Hour,2017,"56,361,300",0,"56,361,300"
15 Minutes,2001,"24,403,552","31,956,428","56,359,980"
Frida,2002,"25,885,000","30,413,474","56,298,474"
The Big Chill,1983,"56,200,000",0,"56,200,000"
Spice World,1997,"29,342,592","26,700,000","56,042,592"
Zoolander 2,2016,"28,848,693","27,120,307","55,969,000"
Wyatt Earp,1994,"25,052,000","30,900,000","55,952,000"
Cop Out,2010,"44,875,481","11,034,429","55,909,910"
The Craft,1996,"24,881,000","30,900,000","55,781,000"
Life of the Party,2018,"52,856,061","2,900,000","55,756,061"
In Search of Noah's Ark,1976,"55,734,818",0,"55,734,818"
Pay It Forward,2000,"33,519,628","22,187,783","55,707,411"
Pooh's Heffalump Movie,2005,"18,098,433","37,588,511","55,686,944"
The AristoCats,1970,"55,675,257",0,"55,675,257"
Great Expectations,1998,"26,333,044","29,161,022","55,494,066"
Clash of the Titans,1981,"41,092,328","14,400,000","55,492,328"
La guerre du feu,1981,"20,959,585","34,300,973","55,260,558"
Waking Ned,1998,"24,788,807","30,465,199","55,254,006"
Extremely Loud & Incredibly Close,2011,"31,847,881","23,400,000","55,247,881"
Dallas Buyers Club,2013,"27,298,285","27,900,000","55,198,285"
Why Did I Get Married?,2007,"55,184,721",0,"55,184,721"
The Ant Bully,2006,"28,142,535","27,038,594","55,181,129"
The Mothman Prophecies,2002,"35,746,370","19,411,169","55,157,539"
Halloween H20: 20 Years Later,1998,"55,041,738",0,"55,041,738"
Barbershop: The Next Cut,2016,"54,030,051","1,000,000","55,030,051"
Dawn of the Dead,1978,"5,100,000","49,900,000","55,000,000"
The Money Pit,1986,"37,499,651","17,500,000","54,999,651"
Analyze That,2002,"32,122,249","22,872,508","54,994,757"
We Own the Night,2007,"28,563,179","26,363,707","54,926,886"
St. Vincent,2014,"44,134,898","10,702,336","54,837,234"
Doc Hollywood,1991,"54,830,779",0,"54,830,779"
The Three Stooges,2012,"44,338,224","10,481,077","54,819,301"
Ordinary People,1980,"54,800,000",0,"54,800,000"
Pet Sematary,2019,"54,724,696",0,"54,724,696"
Raya and the Last Dragon,2021,"54,723,032",0,"54,723,032"
The Curse of La Llorona,2019,"54,720,588",0,"54,720,588"
"Three Billboards Outside Ebbing, Missouri",2017,"54,387,870","322,168","54,710,038"
Jigsaw,2017/I,"38,052,832","16,640,452","54,693,284"
Open Water,2003,"30,610,863","24,057,091","54,667,954"
The Hot Chick,2002,"35,081,594","19,557,959","54,639,553"
What Men Want,2019,"54,611,903",0,"54,611,903"
Tag,2018,"54,547,470",0,"54,547,470"
The Tree of Life,2011,"13,303,319","41,000,000","54,303,319"
BlacKkKlansman,2018,"48,686,605","5,600,000","54,286,605"
Mickey Blue Eyes,1999,"33,864,342","20,400,000","54,264,342"
La Bamba,1987,"54,215,416",0,"54,215,416"
Madea's Big Happy Family,2011,"53,345,287","816,000","54,161,287"
The King's Man,2021,"37,176,373","16,900,000","54,076,373"
Enthiran,2010,"4,373,898","49,643,746","54,017,644"
Bajirao Mastani,2015,"6,557,047","47,442,953","54,000,000"
The Verdict,1982,"54,000,000",0,"54,000,000"
Smokin' Aces,2006,"35,662,731","18,297,406","53,960,137"
The Lizzie McGuire Movie,2003,"42,672,630","11,273,034","53,945,664"
The Five-Year Engagement,2012,"28,835,528","25,074,223","53,909,751"
House of Gucci,2021,"53,809,574",0,"53,809,574"
Across the Sea of Time,1995,"34,002,519","19,798,065","53,800,584"
Victoria and Abdul,2017,"22,245,070","31,526,762","53,771,832"
Fei cheng wu rao,2008,0,"53,700,000","53,700,000"
Ocean’s 8,2018,"41,500,000","12,200,000","53,700,000"
Lawless,2012,"37,400,127","16,276,453","53,676,580"
Rookie of the Year,1993,"53,579,269",0,"53,579,269"
A Simple Favor,2018,"53,542,417",0,"53,542,417"
A History of Violence,2005,"31,493,782","22,000,000","53,493,782"
RoboCop,1987,"53,424,681",0,"53,424,681"
Parasite,2019,"53,369,745",0,"53,369,745"
Les petits mouchoirs,2010,"206,088","53,109,280","53,315,368"
Urban Cowboy,1980,"53,300,000",0,"53,300,000"
Papillon,1973,"53,267,000",0,"53,267,000"
Arachnophobia,1990,"53,208,180",0,"53,208,180"
Pitch Black,2000,"39,240,659","13,947,000","53,187,659"
Temptation: Confessions of a Marriage Counselor,2013,"51,975,354","1,150,000","53,125,354"
End of Watch,2012,"41,003,371","12,037,903","53,041,274"
Sleeping Beauty,1959,"51,600,000","1,420,935","53,020,935"
Tenet,2020,0,"53,000,000","53,000,000"
American Gigolo,1980,"23,000,000","30,000,000","53,000,000"
Varsity Blues,1999,"52,885,587",0,"52,885,587"
From Paris with Love,2010,"23,979,741","28,846,853","52,826,594"
The Odd Life of Timothy Green,2012,"51,853,450","831,975","52,685,425"
Rugrats Go Wild,2003,"39,399,750","13,203,787","52,603,537"
3 Days to Kill,2014,"30,697,999","21,900,000","52,597,999"
Kicking & Screaming,2005,"52,580,895",0,"52,580,895"
No Good Deed,2014/I,"52,543,632",0,"52,543,632"
Wild,2014/I,"37,880,356","14,621,185","52,501,541"
King Ralph,1991,"34,002,045","18,485,000","52,487,045"
A Madea Christmas,2013,"52,440,051",0,"52,440,051"
Diabolique,1996,"17,100,000","35,300,000","52,400,000"
Johnny Mnemonic,1995,"19,076,000","33,300,000","52,376,000"
Silent Hill: Revelation,2012,"17,529,157","34,773,639","52,302,796"
The Color of Money,1986,"52,293,982",0,"52,293,982"
Stand by Me,1986,"52,287,414",0,"52,287,414"
Radio,2003,"52,277,485",0,"52,277,485"
Voyna i mir,1966,0,"52,200,000","52,200,000"
Nowhere to Run,1993,"22,189,039","30,000,000","52,189,039"
Awakenings,1990,"52,096,475",0,"52,096,475"
Primary Colors,1998,"38,966,057","13,089,000","52,055,057"
Amadeus,1984,"51,973,029",0,"51,973,029"
Jaws: The Revenge,1987,"20,763,013","31,118,000","51,881,013"
Hanging Up,2000,"36,050,230","15,829,814","51,880,044"
Enough,2002/I,"40,007,742","11,793,445","51,801,187"
The Little Rascals,1994,"51,764,950",0,"51,764,950"
The Texas Chainsaw Massacre: The Beginning,2006,"39,517,763","12,246,643","51,764,406"
Arthur et la vengeance de Maltazard,2009,"347,136","51,394,557","51,741,693"
I Can Do Bad All by Myself,2009,"51,733,921",0,"51,733,921"
Di renjie: Tong tian di guo,2010,"459,836","51,263,449","51,723,285"
The China Syndrome,1979,"51,718,367",0,"51,718,367"
Maximum Risk,1996,"14,502,483","37,200,000","51,702,483"
The French Connection,1971,"51,700,000",0,"51,700,000"
Biloxi Blues,1988,"43,184,798","8,500,000","51,684,798"
"Eat, Shrink, and Be Merry",2017,"43,997,081","7,680,921","51,678,002"
Blue Crush,2002,"40,390,647","11,209,000","51,599,647"
Dragonfly,2002,"30,063,805","21,500,000","51,563,805"
The Breakfast Club,1985,"45,875,171","5,650,000","51,525,171"
Neko no ongaeshi,2002,0,"51,453,026","51,453,026"
Daybreakers,2009,"30,101,577","21,314,887","51,416,464"
Confidence,2003,"41,000,000","10,404,230","51,404,230"
Mortal Kombat: Annihilation,1997,"35,927,406","15,449,455","51,376,861"
American Made,2017,"51,342,000",0,"51,342,000"
Las aventuras de Tadeo Jones,2012,0,"51,300,000","51,300,000"
Hundraåringen som klev ut genom fönstret och försvann,2013,"1,083,762","50,186,000","51,269,762"
The Love Bug,1968,"51,264,000",0,"51,264,000"
West Side Story,2021,"38,530,322","12,700,000","51,230,322"
Defiance,2008/I,"28,644,813","22,510,406","51,155,219"
Naked Gun 33 1/3: The Final Insult,1994,"51,132,598",0,"51,132,598"
Dungeons & Dragons,2000,"15,220,685","35,900,000","51,120,685"
Sseo-ni,2011,0,"51,116,421","51,116,421"
One Hour Photo,2002,"31,597,131","19,500,000","51,097,131"
Silver Streak,1976,"51,079,064",0,"51,079,064"
The Predator,2018,"51,005,080",0,"51,005,080"
Red Dawn,2012,"44,806,783","6,143,513","50,950,296"
Something to Talk About,1995,"50,892,160",0,"50,892,160"
Bull Durham,1988,"50,888,729",0,"50,888,729"
Just Friends,2005/I,"32,619,671","18,197,837","50,817,508"
A Bridge Too Far,1977,"50,800,000",0,"50,800,000"
The Mighty Ducks,1992,"50,752,337",0,"50,752,337"
Boyhood,2014/I,"25,379,975","25,312,691","50,692,666"
Bride of Chucky,1998,"32,400,658","18,288,000","50,688,658"
Gekijôban poketto monsutâ: Daiyamondo & pâru purachina - Aruseusu chôkoku no jikû e,2009,0,"50,673,078","50,673,078"
Diary of a Mad Black Woman,2005,"50,633,099","19,104","50,652,203"
Meet Dave,2008,"11,802,056","38,848,023","50,650,079"
Mighty Joe Young,1998,"50,632,037",0,"50,632,037"
What a Girl Wants,2003,"35,990,505","14,622,111","50,612,616"
Choi-jong-byeong-gi hwal,2011,"251,200","50,336,461","50,587,661"
Unleashed,2005,"24,520,892","26,013,571","50,534,463"
Eddie Murphy: Raw,1987,"50,504,655",0,"50,504,655"
Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,"2,553,002","47,908,369","50,461,371"
The Four Seasons,1981,"50,427,646",0,"50,427,646"
Red Tails,2012,"49,876,377","489,121","50,365,498"
