name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Rakuen Tsuiho: Expelled from Paradise,2014,"34,510","1,352,490","1,387,000"
Le gamin au vélo,2011,"1,384,749",0,"1,384,749"
Repossessed,1990,"1,382,462",0,"1,382,462"
Book of Love,1990,"1,382,259",0,"1,382,259"
Certain Fury,1985,"1,381,091",0,"1,381,091"
In God's Hands,1998,"1,379,977",0,"1,379,977"
Girl Most Likely,2012,"1,378,426",0,"1,378,426"
In a Lonely Place,1950,"1,375,000",0,"1,375,000"
Daddy's Dyin'... Who's Got the Will?,1990,"1,373,728",0,"1,373,728"
South Central,1992,"1,373,196",0,"1,373,196"
AC/DC: Let There Be Rock,1980,"1,372,975",0,"1,372,975"
Everybody Wins,1990,"1,372,350",0,"1,372,350"
A Woman of Affairs,1928,"850,000","520,000","1,370,000"
Armed Response,1986,"1,368,912",0,"1,368,912"
Repli-Kate,2002,0,"1,368,619","1,368,619"
Little Nemo: Adventures in Slumberland,1989,"1,368,210",0,"1,368,210"
Race,2008/I,"1,367,024",0,"1,367,024"
Joshua,2002/I,"1,366,000",0,"1,366,000"
Utopía,2003,0,"1,363,770","1,363,770"
Caesar and Cleopatra,1945,"1,363,371",0,"1,363,371"
As You Desire Me,1932,"705,000","658,000","1,363,000"
Strange Invaders,1983,"1,362,303",0,"1,362,303"
Bodyguard,2010,"1,361,790",0,"1,361,790"
Bodyguard,2011,"1,361,790",0,"1,361,790"
Locke,2013,"1,361,423",0,"1,361,423"
Looking for Richard,1996,"1,361,420",0,"1,361,420"
Genius,2016,"1,361,045",0,"1,361,045"
Spanking the Monkey,1994,"1,359,736",0,"1,359,736"
Gimme Shelter,2013,"1,359,563",0,"1,359,563"
Sur mes lèvres,2001,"1,359,133",0,"1,359,133"
Dead Awake,2016,"1,358,834",0,"1,358,834"
Chasing Ice,2012,"1,328,467","30,201","1,358,668"
Turist,2014,"1,358,561",0,"1,358,561"
"Goodbye, My Fancy",1951,"1,130,000","228,000","1,358,000"
Fan,2016/I,"1,357,212",0,"1,357,212"
The Devil's Double,2011,"1,357,042",0,"1,357,042"
The Offspring,1987,"1,355,728",0,"1,355,728"
The Secrets of Jonathan Sperry,2008,"1,355,079",0,"1,355,079"
True Love,1989/I,"1,354,268",0,"1,354,268"
The Oscar Nominated Short Films: Animation,2011,"1,350,640",0,"1,350,640"
The Great Sioux Uprising,1953,"1,350,000",0,"1,350,000"
Shoot on Sight,2007,"1,350,000",0,"1,350,000"
The Harder They Fall,1956,"1,350,000",0,"1,350,000"
Jane,2017/II,"1,349,295",0,"1,349,295"
2 Hearts,2020,"1,349,170",0,"1,349,170"
Platoon Leader,1988,"1,348,771",0,"1,348,771"
The Cokeville Miracle,2015,"1,348,625",0,"1,348,625"
Wadjda,2012,"1,347,578",0,"1,347,578"
At Play in the Fields of the Lord,1991,"1,345,903",0,"1,345,903"
Cube 2: Hypercube,2002,0,"1,345,804","1,345,804"
"Gas, Food Lodging",1992,"1,345,236",0,"1,345,236"
City of Hope,1991,"1,345,015",0,"1,345,015"
The Son of Kong,1933,"1,342,880",0,"1,342,880"
Dear Frankie,2004,"1,340,891",0,"1,340,891"
102 Not Out,2018,"1,339,909",0,"1,339,909"
A Dirty Shame,2004,"1,339,668",0,"1,339,668"
Henry Fool,1997,"1,338,335",0,"1,338,335"
GoBots: Battle of the Rock Lords,1986,"1,338,264",0,"1,338,264"
The Whales of August,1987,"1,338,198",0,"1,338,198"
Copie conforme,2010,"1,337,384",0,"1,337,384"
Gwendoline,1984,"1,337,274",0,"1,337,274"
Le passé,2013,"1,335,672",0,"1,335,672"
The Son of No One,2011,"28,870","1,306,142","1,335,012"
Angel,2007,0,"1,333,594","1,333,594"
The Navigator: A Medieval Odyssey,1988,"1,333,379",0,"1,333,379"
Mark Felt: The Man Who Brought Down the White House,2017,"1,333,312",0,"1,333,312"
The Neon Demon,2016,"1,333,124",0,"1,333,124"
Julia,2008,"64,482","1,268,133","1,332,615"
"No eres tú, soy yo",2010,"1,331,518",0,"1,331,518"
Die unendliche Geschichte III: Rettung aus Phantasien,1994,0,"1,331,408","1,331,408"
Neruda,2016,"941,384","387,875","1,329,259"
Jing Ke ci Qin Wang,1998,"1,328,435",0,"1,328,435"
Midnight Crossing,1988,"1,328,001",0,"1,328,001"
Steele Justice,1987,"1,327,740",0,"1,327,740"
The Ultimate Life,2013,"1,326,059",0,"1,326,059"
The Work and the Glory III: A House Divided,2006,"1,325,092",0,"1,325,092"
Thumbsucker,2005,"1,325,073",0,"1,325,073"
Trois couleurs: Bleu,1993,"1,324,974",0,"1,324,974"
The Nephew,1998,0,"1,324,675","1,324,675"
Sarah Silverman: Jesus Is Magic,2005,"1,324,244",0,"1,324,244"
The Dinner,2017,"1,323,312",0,"1,323,312"
The Dinner,2017/I,"1,322,839",0,"1,322,839"
Musíme si pomáhat,2000,"1,320,112",0,"1,320,112"
The Ballad of Josie,1967,"1,320,000",0,"1,320,000"
The Recall,2017,"1,319,566",0,"1,319,566"
The Look of Love,2013,"21,252","1,297,216","1,318,468"
Hearts of Darkness: A Filmmaker's Apocalypse,1991,"1,318,449",0,"1,318,449"
Romero,1989,"1,316,495",0,"1,316,495"
Another Earth,2011,"1,316,074",0,"1,316,074"
Catfish in Black Bean Sauce,1999,"1,315,573",0,"1,315,573"
Happy Endings,2005,"1,311,633",0,"1,311,633"
Saints and Soldiers,2003,"1,310,470",0,"1,310,470"
Off the Map,2003,"1,310,368",0,"1,310,368"
Iris,2014/IX,"1,310,229",0,"1,310,229"
Anne Frank Remembered,1995,"1,310,200",0,"1,310,200"
Time Changer,2002,"1,305,964",0,"1,305,964"
Brother's Keeper,1992,"1,305,915",0,"1,305,915"
The Fourth War,1990,"1,305,887",0,"1,305,887"
Personal Shopper,2016,"1,305,195",0,"1,305,195"
Babar: The Movie,1989,"1,305,187",0,"1,305,187"
8 Million Ways to Die,1986,"1,305,114",0,"1,305,114"
The Aviator,1985,"1,304,192",0,"1,304,192"
Flyvende farmor,2001,0,"1,303,709","1,303,709"
Running the Bases,2022,"1,314,410",0,"1,314,410"
Sylvia,2003,"1,302,242",0,"1,302,242"
The Wolfpack,2015,"1,301,696",0,"1,301,696"
Native Son,1986,"1,301,121",0,"1,301,121"
The Purple Plain,1954,"1,300,000",0,"1,300,000"
The Big Lift,1950,"1,300,000",0,"1,300,000"
Tanganyika,1954,"1,300,000",0,"1,300,000"
New York Confidential,1955,"1,300,000",0,"1,300,000"
Fair Wind to Java,1953,"1,300,000",0,"1,300,000"
The Tango Lesson,1997,"1,300,000",0,"1,300,000"
Rhapsody,1954,"1,300,000",0,"1,300,000"
The Lawless Breed,1953,"1,300,000",0,"1,300,000"
Crossfire,1947,"1,300,000",0,"1,300,000"
A Man Called... Rainbo,1990,"1,300,000",0,"1,300,000"
Jubilee Trail,1954,"1,300,000",0,"1,300,000"
Eddie Macon's Run,1983,"1,300,000",0,"1,300,000"
Commandos Strike at Dawn,1942,"1,300,000",0,"1,300,000"
Flame and the Flesh,1954,"1,300,000",0,"1,300,000"
Creature from the Black Lagoon,1954,"1,300,000",0,"1,300,000"
Wetherby,1985,"1,299,985",0,"1,299,985"
King of the Hill,1993,"1,299,318",0,"1,299,318"
Radioland Murders,1994,"1,299,060",0,"1,299,060"
Walking and Talking,1996,"1,297,265",0,"1,297,265"
Seven Sisters,2017,0,"1,294,985","1,294,985"
Funny Games,2007,"1,294,640",0,"1,294,640"
The Hot Spot,1990,"1,293,976",0,"1,293,976"
Dogtown and Z-Boys,2001,"1,293,295",0,"1,293,295"
Bloodfist II,1990,"1,292,323",0,"1,292,323"
No Safe Spaces,2019,"1,291,514",0,"1,291,514"
The Kings of Summer,2013,"1,290,312",0,"1,290,312"
Anubis: Het pad der 7 zonden,2008,0,"1,287,128","1,287,128"
Kaminey,2009,"1,286,143",0,"1,286,143"
The Angry Hills,1959,"510,000","775,000","1,285,000"
Jab Harry met Sejal,2017,"1,284,740",0,"1,284,740"
Eklavya,2007,"1,282,988",0,"1,282,988"
Romance,1999,"1,282,941",0,"1,282,941"
Jesus' Son,1999,"1,282,084",0,"1,282,084"
The Light Touch,1951,"438,000","843,000","1,281,000"
Startup.com,2001,"1,280,975",0,"1,280,975"
Wo de fu qin mu qin,1999,"1,280,090",0,"1,280,090"
The Last Valley,1971,"380,000","900,000","1,280,000"
Kontroll,2003,"237,183","1,040,617","1,277,800"
The Rapture,1991,"1,277,401",0,"1,277,401"
Blue in the Face,1995,"1,275,999",0,"1,275,999"
The Sense of an Ending,2017,"1,274,420",0,"1,274,420"
Robot Jox,1989,"1,272,977",0,"1,272,977"
Subway,1985,"390,659","881,978","1,272,637"
Paper Heart,2009,"1,269,361",0,"1,269,361"
'71,2014,"1,268,760",0,"1,268,760"
The Adventures of the American Rabbit,1986,"1,268,443",0,"1,268,443"
Apartment Zero,1988,"1,267,578",0,"1,267,578"
Macskafogó 2 - A sátán macskája,2007,0,"1,267,198","1,267,198"
K3 en het ijsprinsesje,2006,0,"1,265,432","1,265,432"
Ozzy,2016,0,"1,264,222","1,264,222"
Phat Beach,1996,"1,263,945",0,"1,263,945"
Hideous Kinky,1998,"1,262,786",0,"1,262,786"
Malenkaya Vera,1988,"1,262,598",0,"1,262,598"
China Girl,1987,"1,262,091",0,"1,262,091"
From Beyond,1986,"1,261,000",0,"1,261,000"
Flesh and the Devil,1926,"603,000","658,000","1,261,000"
Mic Macs à Tire-Larigot,2009,"1,260,917",0,"1,260,917"
Water,1985,"1,256,862",0,"1,256,862"
"Olivier, Olivier",1992,"1,256,355",0,"1,256,355"
Romance,1930,"733,000","523,000","1,256,000"
The Abandoned,2006,"1,255,524",0,"1,255,524"
Mano po,2002,0,"1,255,053","1,255,053"
Touch and Go,1986,"1,254,040",0,"1,254,040"
A Cock and Bull Story,2005,"1,253,413",0,"1,253,413"
Den goda viljan,1992,"1,253,106",0,"1,253,106"
The Singles Ward,2002,"1,250,798",0,"1,250,798"
Mohenjo Daro,2016,"1,250,765",0,"1,250,765"
Kickboxer 2: The Road Back,1991,"1,250,712",0,"1,250,712"
Baraka,1992,"1,250,322",0,"1,250,322"
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,"1,250,234",0,"1,250,234"
The Big Knife,1955,"1,250,000",0,"1,250,000"
The Legend of Blood Mountain,1965,"1,250,000",0,"1,250,000"
City Beneath the Sea,1953,"1,250,000",0,"1,250,000"
Yankee Pasha,1954,"1,250,000",0,"1,250,000"
Run for the Sun,1956,"1,250,000",0,"1,250,000"
The Americano,1955,"1,250,000",0,"1,250,000"
Home of the Brave: A Film by Laurie Anderson,1986,"1,250,000",0,"1,250,000"
"Blackbeard, the Pirate",1952,"1,250,000",0,"1,250,000"
De Sade,1969,"1,250,000",0,"1,250,000"
3 Idiotas,2017,"1,249,233",0,"1,249,233"
Lost Angels,1989,"1,247,946",0,"1,247,946"
Goldengirl,1979,"1,247,376",0,"1,247,376"
MVP: Most Valuable Primate,2000,"1,246,237",0,"1,246,237"
Jai Ho,2014/I,"1,246,151",0,"1,246,151"
Losin' It,1983,"1,246,141",0,"1,246,141"
Churchill,2017,"1,244,798",0,"1,244,798"
Turn It Up,2000,"1,244,676",0,"1,244,676"
The Comfort of Strangers,1990,"1,244,381",0,"1,244,381"
"For a Good Time, Call...",2012,"1,243,961",0,"1,243,961"
Slumber Party Massacre III,1990,"1,242,995",0,"1,242,995"
Picture Bride,1994,"1,238,905",0,"1,238,905"
"Car 54, Where Are You?",1994,"1,238,080",0,"1,238,080"
Slow Burn,2005,"1,237,615",0,"1,237,615"
Take This Waltz,2011,"1,237,514",0,"1,237,514"
Anna,1987,"1,236,848",0,"1,236,848"
Queen of Hearts,1989,"1,236,844",0,"1,236,844"
Dostana,2008,"1,235,028",0,"1,235,028"
Ladri di saponette,1989,"1,231,622",0,"1,231,622"
Singham Returns,2014,"1,231,550",0,"1,231,550"
Beyond the Mask,2015,"1,231,025",0,"1,231,025"
Steve McQueen: American Icon,2017,"1,229,782",0,"1,229,782"
Black Butterflies,2011,0,"1,228,631","1,228,631"
Toto le héros,1991,"1,228,153",0,"1,228,153"
Slacker,1991,"1,228,108",0,"1,228,108"
The Funeral,1996,"1,227,324",0,"1,227,324"
The Last Outpost,1951,"1,225,000",0,"1,225,000"
Reine & Mimmi i fjällen!,1997,0,"1,224,778","1,224,778"
Vital Signs,1990,"1,224,605",0,"1,224,605"
Patty Hearst,1988,"1,223,326",0,"1,223,326"
"Swades: We, the People",2004,"1,223,240",0,"1,223,240"
The Lonely Lady,1983,"1,223,220",0,"1,223,220"
On the Milky Road,2016,0,"1,223,113","1,223,113"
Metallica: Some Kind of Monster,2004,"1,222,708",0,"1,222,708"
Zorro,1975/I,0,"1,221,944","1,221,944"
A Million to Juan,1994,"1,221,832",0,"1,221,832"
Mr. North,1988,"1,221,366",0,"1,221,366"
Nueve reinas,2000,"1,221,261",0,"1,221,261"
One Tough Cop,1998,"1,220,906",0,"1,220,906"
"Pro Fedota-streltsa, udalogo molodtsa",2008,0,"1,220,158","1,220,158"
The Farmer Takes a Wife,1953,"1,220,000",0,"1,220,000"
Without You I'm Nothing,1990,"1,218,730",0,"1,218,730"
Daybreak,2010,"1,217,500",0,"1,217,500"
Blackthorn,2011,"200,558","1,016,749","1,217,307"
Bol Bachchan,2012,"1,216,258",0,"1,216,258"
Unstoppable,2004,0,"1,216,086","1,216,086"
Dreamchild,1985,"1,215,923",0,"1,215,923"
Seraphim Falls,2006,"418,296","796,992","1,215,288"
Lean on Pete,2017,"1,163,056","52,228","1,215,284"
Mandy,2018,"1,214,525",0,"1,214,525"
Sofies verden,1999,0,"1,214,410","1,214,410"
Gojira-Minira-Gabara: Oru kaijû daishingeki,1969,0,"1,212,778","1,212,778"
A Time of Destiny,1988,"1,212,487",0,"1,212,487"
Obratnyy otschet,2006,0,"1,212,000","1,212,000"
The General,1998,"1,211,865",0,"1,211,865"
Margaret Cho: I'm the One That I Want,2000,"1,210,967",0,"1,210,967"
The Thin Blue Line,1988,"1,209,846",0,"1,209,846"
Beautifully Broken,2018,"1,208,533",0,"1,208,533"
Heyy Babyy,2007,"1,207,620",0,"1,207,620"
Chao ji ji hua,1993,0,"1,207,127","1,207,127"
Namastey London,2007,"1,207,007",0,"1,207,007"
My Friend Dahmer,2017,"1,206,287",0,"1,206,287"
Inequality for All,2013,"1,205,079",0,"1,205,079"
C.S. Lewis Onstage: The Most Reluctant Convert,2018,"1,205,000",0,"1,205,000"
Taare Zameen Par,2007,"1,204,660",0,"1,204,660"
Mute Witness,1995,"1,204,430",0,"1,204,430"
Videocracy,2009,"23,567","1,180,540","1,204,107"
Mali Budo,2014,0,"1,202,777","1,202,777"
The Personals,1982,"1,202,230",0,"1,202,230"
Ismach Hatani,2016,"1,200,885",0,"1,200,885"
"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",2011,"1,200,046",0,"1,200,046"
Get Real,1998,"1,200,000",0,"1,200,000"
The Last Time I Saw Archie,1961,"1,200,000",0,"1,200,000"
Rules Don’t Apply,2016,"1,200,000",0,"1,200,000"
Sigaw,2004,0,"1,200,000","1,200,000"
Five Weeks in a Balloon,1962,"1,200,000",0,"1,200,000"
Cousin Bette,1998,"1,200,000",0,"1,200,000"
Manslaughter,1922,"1,200,000",0,"1,200,000"
L'homme idéal,1996/I,"1,200,000",0,"1,200,000"
As Good as Dead,2010,"1,200,000",0,"1,200,000"
Jesse James,1927,"1,200,000",0,"1,200,000"
Phantom,2013/I,"1,200,000",0,"1,200,000"
Lights of New York,1928,"1,200,000",0,"1,200,000"
Nightwatch,1997,"1,200,000",0,"1,200,000"
Crime in the Streets,1956,"1,200,000",0,"1,200,000"
"Invasion, U.S.A.",1952,"1,200,000",0,"1,200,000"
Banlieue 13,2004,"1,197,786",0,"1,197,786"
Hodejegerne,2011,"1,196,752",0,"1,196,752"
Sammy and Rosie Get Laid,1987,"1,196,336",0,"1,196,336"
"4 luni, 3 saptamâni si 2 zile",2007,"1,196,321",0,"1,196,321"
The Scapegoat,1959,"570,000","625,000","1,195,000"
When Night Is Falling,1995,"1,194,152",0,"1,194,152"
Cool as Ice,1991,"1,193,062",0,"1,193,062"
High Hopes,1988,"1,192,322",0,"1,192,322"
Dancers,1987,"1,190,416",0,"1,190,416"
Indigo,2003,"1,190,000",0,"1,190,000"
Inevitable Grace,1994,"391,000","799,000","1,190,000"
Return to Horror High,1987,"1,189,709",0,"1,189,709"
The Lair of the White Worm,1988,"1,189,315",0,"1,189,315"
Aritmiya,2017,0,"1,189,096","1,189,096"
Me and Orson Welles,2008,"1,186,957",0,"1,186,957"
Dylan Dog: Dead of Night,2010,"1,186,538",0,"1,186,538"
Saving Face,2004,"1,186,323",0,"1,186,323"
Mon ange,2004,0,"1,185,854","1,185,854"
Backstage,2000,"1,184,727",0,"1,184,727"
El Gran Vázquez,2010,0,"1,184,521","1,184,521"
Baaghi 3,2020,"721,439","462,737","1,184,176"
Ek Ladki Ko Dekha Toh Aisa Laga,2019,"1,182,636",0,"1,182,636"
Le secret de Chanda,2010,"1,182,335",0,"1,182,335"
Year of the Gun,1991,"1,182,273",0,"1,182,273"
Repentance,2013/I,"1,179,327",0,"1,179,327"
Vicious Circle,1997,"1,177,056",0,"1,177,056"
Destiny Turns on the Radio,1995,"1,176,982",0,"1,176,982"
Why Would I Lie?,1980,"1,175,855",0,"1,175,855"
Festival Express,2003,"1,172,345",0,"1,172,345"
Don't Tell Her It's Me,1990,"1,171,762",0,"1,171,762"
Black Sea,2014,"1,171,559",0,"1,171,559"
The Milky Way,1936,"1,170,000",0,"1,170,000"
Libel,1959,"245,000","925,000","1,170,000"
The Remaining,2014/I,"1,169,603",0,"1,169,603"
Ich seh ich seh,2014,"1,168,902",0,"1,168,902"
The Scarlet Coat,1955,"449,000","719,000","1,168,000"
Permanent Midnight,1998,"1,166,199",0,"1,166,199"
Housefull,2010,"1,165,104",0,"1,165,104"
The Music of Strangers,2015,"1,165,078",0,"1,165,078"
Wild Orchids,1929,"622,000","543,000","1,165,000"
The Lords of Salem,2012,"1,163,508",0,"1,163,508"
The Best Two Years,2004,"1,163,450",0,"1,163,450"
Blue Like Jazz,2012,"1,163,310",0,"1,163,310"
Miss You Already,2015,"1,162,653",0,"1,162,653"
La flor de mi secreto,1995,"1,162,000",0,"1,162,000"
To Sleep with Anger,1990,"1,161,135",0,"1,161,135"
Romeo & Juliet,2013/II,"1,161,089",0,"1,161,089"
Le souffle au coeur,1971,"1,160,784",0,"1,160,784"
Le fils de l'autre,2012,"1,160,773",0,"1,160,773"
American Movie,1999,"1,160,426",0,"1,160,426"
Trois,2000,"1,160,268",0,"1,160,268"
Paris,1929,"619,000","541,000","1,160,000"
The Unborn,1991,"1,159,578",0,"1,159,578"
The Final Season,2007,"1,158,779",0,"1,158,779"
By the Sea,2015,"538,460","620,000","1,158,460"
Heights,2005,"1,158,405",0,"1,158,405"
The Trip to Spain,2017,"1,157,604",0,"1,157,604"
Housefull 3,2016,"1,157,163",0,"1,157,163"
Le mari de la coiffeuse,1990,"1,155,800",0,"1,155,800"
The Umbrella Woman,1987,"1,155,020",0,"1,155,020"
Still Mine,2012,"1,154,466",0,"1,154,466"
Ek Main Aur Ekk Tu,2012,"1,153,360",0,"1,153,360"
Xizao,1999,"1,153,271",0,"1,153,271"
Bænken,2000,0,"1,152,925","1,152,925"
The Wrong Guys,1988,"1,152,786",0,"1,152,786"
Match,2012,0,"1,152,748","1,152,748"
Excessive Force,1993,"1,152,117",0,"1,152,117"
Infamous,2006,"1,150,403",0,"1,150,403"
The Lone Hand,1953,"1,150,000",0,"1,150,000"
The Man from the Alamo,1953,"1,150,000",0,"1,150,000"
Appointment in Honduras,1953,"1,150,000",0,"1,150,000"
Comanche,1956,"1,150,000",0,"1,150,000"
Lazer Team,2015,"1,149,878",0,"1,149,878"
Nightflyers,1987,"1,149,470",0,"1,149,470"
Living in Oblivion,1995,"1,148,752",0,"1,148,752"
Miracle Mile,1988,"1,145,404",0,"1,145,404"
Sharkwater,2006,"850,920","292,608","1,143,528"
The River Rat,1984,"1,142,944",0,"1,142,944"
Dough,2015,"1,142,315",0,"1,142,315"
L.I.E.,2001,"1,141,829",0,"1,141,829"
Yi yi,2000,"1,136,776",0,"1,136,776"
In the Shadow of the Moon,2007,"1,134,049",0,"1,134,049"
"Yoo-Hoo, Mrs. Goldberg",2009,"1,133,662",0,"1,133,662"
Golmaal 3,2010,"1,132,192",0,"1,132,192"
Valmont,1989,"1,132,112",0,"1,132,112"
Russian Doll,2001,"1,131,475",0,"1,131,475"
Half Moon Street,1986,"1,131,399",0,"1,131,399"
A Price Above Rubies,1998,"1,130,732",0,"1,130,732"
24 Hour Party People,2002,"1,130,379",0,"1,130,379"
Act of Violence,1949,"703,000","426,000","1,129,000"
A mi me gusta,2008,0,"1,128,980","1,128,980"
Osama,2003,"1,127,331",0,"1,127,331"
Inspiration,1931,"725,000","402,000","1,127,000"
Vor,1997,"1,126,115",0,"1,126,115"
Cartel Land,2015,"704,352","421,721","1,126,073"
High Season,1987,"1,125,000",0,"1,125,000"
The Deep Blue Sea,2011,"1,124,786",0,"1,124,786"
Kai po che!,2013,"1,122,527",0,"1,122,527"
Hector and the Search for Happiness,2014,"1,121,961",0,"1,121,961"
The Whistleblower,2010,"1,120,914",0,"1,120,914"
Freddie as F.R.O.7.,1992,"1,119,368",0,"1,119,368"
Street Smart,1987,"1,119,112",0,"1,119,112"
Eyes of a Stranger,1981,"1,118,634",0,"1,118,634"
The Only Living Boy in New York,2017,"624,332","494,123","1,118,455"
Papa Hemingway in Cuba,2015,"1,115,516",0,"1,115,516"
Surveillance,2008/I,"27,349","1,088,144","1,115,493"
Groove,2000,"1,114,943",0,"1,114,943"
In the Earth,2021,"1,113,722",0,"1,113,722"
Chak De! India,2007,"1,113,542",0,"1,113,542"
Possession,1981,"1,113,538",0,"1,113,538"
Io speriamo che me la cavo,1992,"1,113,435",0,"1,113,435"
Krigen,2015,"122,902","990,375","1,113,277"
The R.M.,2003,"1,111,615",0,"1,111,615"
Sordid Lives,2000,"1,111,273",0,"1,111,273"
Each Dawn I Die,1939,"1,111,000",0,"1,111,000"
Mother and Child,2009,"1,110,286",0,"1,110,286"
Georgia,1995,"1,110,104",0,"1,110,104"
Erotique,1994,"1,109,822",0,"1,109,822"
Burn,2012/I,"1,109,276",0,"1,109,276"
The Rover,2014,"1,109,199",0,"1,109,199"
Viva Villa!,1934,"1,109,000",0,"1,109,000"
Little Lord Fauntleroy,1921,"900,000","208,882","1,108,882"
The Messenger,2009/I,"1,108,684",0,"1,108,684"
Heathers,1988,"1,108,462",0,"1,108,462"
Daddy Nostalgie,1990,"1,108,429",0,"1,108,429"
Bilal: A New Breed of Hero,2015,0,"1,108,148","1,108,148"
The Overnight,2015,"1,108,000",0,"1,108,000"
Macbeth,2006/I,"1,107,148",0,"1,107,148"
Flashbacks of a Fool,2008,"1,664","1,105,470","1,107,134"
Where the Heart Is,1990,"1,106,475",0,"1,106,475"
Viceroy's House,2017,"1,105,717",0,"1,105,717"
Bian Lian,1996,"1,105,309",0,"1,105,309"
E=mc2,2002,0,"1,105,294","1,105,294"
Red State,2011,"1,104,682",0,"1,104,682"
Machine Gun Preacher,2011,"538,690","565,943","1,104,633"
The U.S. vs. John Lennon,2006,"1,102,937",0,"1,102,937"
Mistress,1992,"1,102,469",0,"1,102,469"
The Assistant,2019/III,"1,100,310",0,"1,100,310"
Django: la otra cara,2002,0,"1,100,000","1,100,000"
Loving Annabelle,2006,"1,100,000",0,"1,100,000"
Four Faces West,1948,"1,100,000",0,"1,100,000"
Baghban,2003,"1,100,000",0,"1,100,000"
Column South,1953,"1,100,000",0,"1,100,000"
Tennessee's Partner,1955,"1,100,000",0,"1,100,000"
Little Annie Rooney,1925,"1,100,000",0,"1,100,000"
The Beguiled,1971,"1,100,000",0,"1,100,000"
Tarantula,1955,"1,100,000",0,"1,100,000"
First Position,2011,"1,100,000",0,"1,100,000"
Revenge of the Creature,1955,"1,100,000",0,"1,100,000"
The Taming of the Shrew,1929,"1,100,000",0,"1,100,000"
The Insanity of God,2016,"1,100,000",0,"1,100,000"
House of Numbers,1957,"500,000","600,000","1,100,000"
The Redhead from Wyoming,1953,"1,100,000",0,"1,100,000"
Wonderstruck,2017,"1,033,632","65,882","1,099,514"
Our Dancing Daughters,1928,"757,000","342,000","1,099,000"
Where Hope Grows,2014,"1,098,544",0,"1,098,544"
Heart of Dixie,1989,"1,097,333",0,"1,097,333"
The Longshot,1986,"1,096,843",0,"1,096,843"
Ways of the Flesh,2006,"1,096,288",0,"1,096,288"
The Center of the World,2001,"1,096,037",0,"1,096,037"
Susan and God,1940,"817,000","279,000","1,096,000"
Little Odessa,1994,"1,095,885",0,"1,095,885"
Paper Clips,2004,"1,095,118",0,"1,095,118"
Brick Lane,2007,"1,094,998",0,"1,094,998"
Made in Dagenham,2010,"1,094,798",0,"1,094,798"
The Mysterious Lady,1928,"543,000","551,000","1,094,000"
Swimming to Cambodia,1987,"1,092,911",0,"1,092,911"
Leviathan,2012/I,"1,092,800",0,"1,092,800"
Wired,1989,"1,089,000",0,"1,089,000"
La chispa de la vida,2011,0,"1,088,057","1,088,057"
Rustom,2016,"1,087,419",0,"1,087,419"
Le maître de musique,1988,"1,086,894",0,"1,086,894"
The Square,2017,"1,085,775",0,"1,085,775"
Welcome,2007/I,"1,085,043",0,"1,085,043"
"The World, the Flesh and the Devil",1959,"585,000","500,000","1,085,000"
Return to Nim's Island,2013,0,"1,084,695","1,084,695"
Feng yue,1996,"1,084,532",0,"1,084,532"
Winter Kills,1979,"1,083,799",0,"1,083,799"
84 Charing Cross Road,1987,"1,083,486",0,"1,083,486"
Scream,1981,"1,083,395",0,"1,083,395"
Housekeeping,1987,"1,083,282",0,"1,083,282"
Woman Thou Art Loosed: On the 7th Day,2012,"1,082,299",0,"1,082,299"
Sugar,2008/I,"1,081,922",0,"1,081,922"
Experience Preferred... But Not Essential,1982,"1,080,769",0,"1,080,769"
Of Unknown Origin,1983,"1,080,470",0,"1,080,470"
Crush,2001/I,"1,080,072",0,"1,080,072"
The Red Badge of Courage,1951,"789,000","291,000","1,080,000"
Special Chabbis,2013,"1,079,369",0,"1,079,369"
This Is My Father,1998/I,"1,078,737",0,"1,078,737"
Tees Maar Khan,2010,"1,076,266",0,"1,076,266"
Blood and Wine,1996,"1,075,288",0,"1,075,288"
Coriolanus,2011,"756,452","316,150","1,072,602"
Kedarnath,2018,"855,582","215,718","1,071,300"
And When Did You Last See Your Father?,2007,"1,071,240",0,"1,071,240"
Love and Monsters,2020,"1,070,714",0,"1,070,714"
Aline,2020,"667,864","402,591","1,070,455"
Bhool Bhulaiyaa,2007,"1,069,952",0,"1,069,952"
Dead Man,1995,"1,069,600",0,"1,069,600"
50 to 1,2014,"1,069,454",0,"1,069,454"
Undiscovered,2005,"1,069,318",0,"1,069,318"
Tillsammans,2000,"1,069,156",0,"1,069,156"
Phörpa,1999,"1,067,773",0,"1,067,773"
Page One: Inside the New York Times,2011,"1,067,028",0,"1,067,028"
September Dawn,2007,"1,066,555",0,"1,066,555"
Driftwood,2006,"1,066,555",0,"1,066,555"
Desi Boyz,2011,"1,066,167",0,"1,066,167"
Beautiful Kate,2009,0,"1,065,656","1,065,656"
There Be Dragons,2011,"1,065,439",0,"1,065,439"
What Maisie Knew,2012,"1,065,000",0,"1,065,000"
The Oogieloves in the Big Balloon Adventure,2012,"1,064,277",0,"1,064,277"
Les innocentes,2016,"1,063,893",0,"1,063,893"
The Mother,2003,"1,062,253",0,"1,062,253"
Le père de mes enfants,2009,"144,022","917,270","1,061,292"
Mohami khulaa,2002,0,"1,061,269","1,061,269"
